scenario,method,true,estimate,se,covered,rep,seed
Complete,Post-action leakage,1.0548767761753242,0.9642956446791909,0.08760681975729596,1,18,46307418
Complete,Oracle state,1.0548767761753242,1.1502168961438959,0.08158499273265317,1,18,46307418
Observed-state MAR,Untyped naive contrast,1.0938309169131482,1.8718894346035082,0.16384429429931094,0,18,46307418
Observed-state MAR,Coarse locked state,1.0938309169131482,1.269474393401132,0.10479321555479484,1,18,46307418
Observed-state MAR,Design erasure,1.0938309169131482,1.291872591368183,0.10569231294803516,1,18,46307418
Observed-state MAR,Admissible refinement,1.0938309169131482,1.222656002373443,0.10432518846528233,1,18,46307418
Observed-state MAR,IPCW admissible refinement,1.0938309169131482,1.2302213234807393,0.10581003744301987,1,18,46307418
Observed-state MAR,Mediator-as-state,1.0938309169131482,0.907577106499761,0.10900710295534065,1,18,46307418
Observed-state MAR,Post-action leakage,1.0938309169131482,1.0951465926163018,0.10921803175407627,1,18,46307418
Observed-state MAR,Oracle state,1.0938309169131482,1.2400822277193762,0.10450019776562246,1,18,46307418
Complete,Untyped naive contrast,1.0808035866735148,1.956208249493723,0.14681178389295127,0,19,2003738536
Complete,Coarse locked state,1.0808035866735148,1.1480839652374197,0.08893324519236226,1,19,2003738536
Complete,Design erasure,1.0808035866735148,1.3334468607609522,0.08815086946720685,0,19,2003738536
Complete,Admissible refinement,1.0808035866735148,1.1497293688919878,0.0852515571740042,1,19,2003738536
Complete,Mediator-as-state,1.0808035866735148,0.8217229512973401,0.08997936840235733,0,19,2003738536
Complete,Post-action leakage,1.0808035866735148,0.9392768203754384,0.09049213321828294,1,19,2003738536
Complete,Oracle state,1.0808035866735148,1.1943096667042346,0.08272426382634726,1,19,2003738536
Observed-state MAR,Untyped naive contrast,1.0848377178742359,1.8603436638653115,0.19646439291066567,0,19,2003738536
Observed-state MAR,Coarse locked state,1.0848377178742359,1.0650635830476767,0.11434355418253504,1,19,2003738536
Observed-state MAR,Design erasure,1.0848377178742359,1.276515193490176,0.11870569847996783,1,19,2003738536
Observed-state MAR,Admissible refinement,1.0848377178742359,1.0798293829581087,0.10951347595720273,1,19,2003738536
Observed-state MAR,IPCW admissible refinement,1.0848377178742359,1.0837739536705795,0.11041939760490813,1,19,2003738536
Observed-state MAR,Mediator-as-state,1.0848377178742359,0.7575263353643655,0.1107720318815738,0,19,2003738536
Observed-state MAR,Post-action leakage,1.0848377178742359,0.9372623785439991,0.11177998225395942,1,19,2003738536
Observed-state MAR,Oracle state,1.0848377178742359,1.1019060952409756,0.10936829298502297,1,19,2003738536
Complete,Untyped naive contrast,1.067688557257815,1.7843874563901232,0.13024140125794528,0,20,802581786
Complete,Coarse locked state,1.067688557257815,0.9446520113644018,0.0925224807193432,1,20,802581786
Complete,Design erasure,1.067688557257815,1.2086149804855473,0.09014770163968545,1,20,802581786
Complete,Admissible refinement,1.067688557257815,0.9859034850309031,0.0893188977216282,1,20,802581786
Complete,Mediator-as-state,1.067688557257815,0.6218968819868642,0.08838384177801194,0,20,802581786
Complete,Post-action leakage,1.067688557257815,0.7538270992706799,0.08958420788753613,0,20,802581786
Complete,Oracle state,1.067688557257815,1.0138612680501506,0.08724256430855401,1,20,802581786
Observed-state MAR,Untyped naive contrast,1.0437899209274013,1.6384382865664913,0.1539428076702634,0,20,802581786
Observed-state MAR,Coarse locked state,1.0437899209274013,1.081063438105019,0.09557815136491732,1,20,802581786
Observed-state MAR,Design erasure,1.0437899209274013,1.158648547120319,0.10006603140637406,1,20,802581786
Observed-state MAR,Admissible refinement,1.0437899209274013,1.0431764315337537,0.09450581039270796,1,20,802581786
Observed-state MAR,IPCW admissible refinement,1.0437899209274013,1.0542022227331092,0.09585631102020623,1,20,802581786
Observed-state MAR,Mediator-as-state,1.0437899209274013,0.7854062444221545,0.10654157787887636,0,20,802581786
Observed-state MAR,Post-action leakage,1.0437899209274013,0.9215188736752667,0.09923987566404747,1,20,802581786
Observed-state MAR,Oracle state,1.0437899209274013,1.0246337315479237,0.0927263604374151,1,20,802581786
Complete,Untyped naive contrast,1.0770046926728092,1.9225471916099368,0.17623768646231516,0,21,3580847561
Complete,Coarse locked state,1.0770046926728092,1.0543450161970773,0.09820976734240779,1,21,3580847561
Complete,Design erasure,1.0770046926728092,1.153804134169331,0.09856595551879342,1,21,3580847561
Complete,Admissible refinement,1.0770046926728092,1.0422536809520049,0.09439943384927055,1,21,3580847561
Complete,Mediator-as-state,1.0770046926728092,0.6402655922317495,0.10329250789097516,0,21,3580847561
Complete,Post-action leakage,1.0770046926728092,0.8102798190261634,0.09719852078631114,0,21,3580847561
Complete,Oracle state,1.0770046926728092,1.0267727446883887,0.09316947377006228,1,21,3580847561
Observed-state MAR,Untyped naive contrast,1.0594864732016112,1.940058773101222,0.18015908444159887,0,21,3580847561
Observed-state MAR,Coarse locked state,1.0594864732016112,1.0212884250028247,0.10317848325938223,1,21,3580847561
Observed-state MAR,Design erasure,1.0594864732016112,1.255784534239093,0.09318782610068183,0,21,3580847561
Observed-state MAR,Admissible refinement,1.0594864732016112,1.0421794182509225,0.09952722094541591,1,21,3580847561
Observed-state MAR,IPCW admissible refinement,1.0594864732016112,1.023723459098543,0.09987870458362358,1,21,3580847561
Observed-state MAR,Mediator-as-state,1.0594864732016112,0.6410003581748722,0.09855241054217029,0,21,3580847561
Observed-state MAR,Post-action leakage,1.0594864732016112,0.8677478187749381,0.09735226038014438,0,21,3580847561
Observed-state MAR,Oracle state,1.0594864732016112,1.050883532738952,0.09506877001081943,1,21,3580847561
Complete,Untyped naive contrast,1.0902154267803346,2.010581460887692,0.15495812446880558,0,22,1836634362
Complete,Coarse locked state,1.0902154267803346,1.0329820085797357,0.10675331051328438,1,22,1836634362
Complete,Design erasure,1.0902154267803346,1.2650876018189543,0.09301898856663549,1,22,1836634362
Complete,Admissible refinement,1.0902154267803346,1.0660574330461141,0.0988104810459204,1,22,1836634362
Complete,Mediator-as-state,1.0902154267803346,0.6562916430347453,0.10146710180689374,0,22,1836634362
Complete,Post-action leakage,1.0902154267803346,0.792619549360676,0.11269190202842234,0,22,1836634362
Complete,Oracle state,1.0902154267803346,1.0969533521113566,0.09412175220966432,1,22,1836634362
Observed-state MAR,Untyped naive contrast,1.049084549846394,2.143106652147842,0.19493430788895477,0,22,1836634362
Observed-state MAR,Coarse locked state,1.049084549846394,1.1370229919596073,0.10778901889936823,1,22,1836634362
Observed-state MAR,Design erasure,1.049084549846394,1.3347487410636638,0.114874452389814,0,22,1836634362
Observed-state MAR,Admissible refinement,1.049084549846394,1.15217732903226,0.10311312708456141,1,22,1836634362
Observed-state MAR,IPCW admissible refinement,1.049084549846394,1.1504759983745603,0.10311277846125914,1,22,1836634362
Observed-state MAR,Mediator-as-state,1.049084549846394,0.745633914053661,0.11241243736581445,0,22,1836634362
Observed-state MAR,Post-action leakage,1.049084549846394,0.977942245894169,0.11594443712665368,1,22,1836634362
Observed-state MAR,Oracle state,1.049084549846394,1.1872089184309855,0.10292820611063953,1,22,1836634362
Complete,Untyped naive contrast,1.0765510454831182,1.7779042972758952,0.1653936885626403,0,23,205432977
Complete,Coarse locked state,1.0765510454831182,1.1398319642019104,0.0888740889691737,1,23,205432977
Complete,Design erasure,1.0765510454831182,1.246312985233982,0.08739408642910713,1,23,205432977
Complete,Admissible refinement,1.0765510454831182,1.082441880861456,0.08622271023144419,1,23,205432977
Complete,Mediator-as-state,1.0765510454831182,0.7528877714276874,0.09062113093303714,0,23,205432977
Complete,Post-action leakage,1.0765510454831182,0.919228326937861,0.09837436207784254,1,23,205432977
Complete,Oracle state,1.0765510454831182,1.0885910620966515,0.08697764757191925,1,23,205432977
Observed-state MAR,Untyped naive contrast,1.0395690360962004,1.994837557269646,0.1695431076469198,0,23,205432977
Observed-state MAR,Coarse locked state,1.0395690360962004,1.192728986085024,0.11340654246100265,1,23,205432977
Observed-state MAR,Design erasure,1.0395690360962004,1.3699663947741094,0.10128888068617031,0,23,205432977
Observed-state MAR,Admissible refinement,1.0395690360962004,1.2087491343475056,0.10530019586538544,1,23,205432977
Observed-state MAR,IPCW admissible refinement,1.0395690360962004,1.2018850549176183,0.104142447834873,1,23,205432977
Observed-state MAR,Mediator-as-state,1.0395690360962004,0.9094302834662146,0.12083359440418208,1,23,205432977
Observed-state MAR,Post-action leakage,1.0395690360962004,1.0181465363045914,0.11937906059122876,1,23,205432977
Observed-state MAR,Oracle state,1.0395690360962004,1.2267489159887268,0.0994760688218212,1,23,205432977
Complete,Untyped naive contrast,1.0558269479926847,1.7913679090943553,0.1492695382106358,0,24,4060216338
Complete,Coarse locked state,1.0558269479926847,1.0662619729231586,0.09425578306624426,1,24,4060216338
Complete,Design erasure,1.0558269479926847,1.2479842190650852,0.09372725520298393,0,24,4060216338
Complete,Admissible refinement,1.0558269479926847,1.091971860287294,0.09058084031400535,1,24,4060216338
Complete,Mediator-as-state,1.0558269479926847,0.5714940380621751,0.08675758390921147,0,24,4060216338
Complete,Post-action leakage,1.0558269479926847,0.7302380296682696,0.0918996093560098,0,24,4060216338
Complete,Oracle state,1.0558269479926847,1.0931390177091855,0.09018197371858687,1,24,4060216338
Observed-state MAR,Untyped naive contrast,1.0811187633480501,2.132291553512338,0.19066903488030953,0,24,4060216338
Observed-state MAR,Coarse locked state,1.0811187633480501,1.2258468106375822,0.10301550711738112,1,24,4060216338
Observed-state MAR,Design erasure,1.0811187633480501,1.3607405306907532,0.10020913717039981,0,24,4060216338
Observed-state MAR,Admissible refinement,1.0811187633480501,1.2390493683276451,0.09676562486724091,1,24,4060216338
Observed-state MAR,IPCW admissible refinement,1.0811187633480501,1.2311706321101814,0.09776088746050259,1,24,4060216338
Observed-state MAR,Mediator-as-state,1.0811187633480501,0.8760091939014149,0.11513662788081086,1,24,4060216338
Observed-state MAR,Post-action leakage,1.0811187633480501,1.0720332225698763,0.10963179134331108,1,24,4060216338
Observed-state MAR,Oracle state,1.0811187633480501,1.2275601696243155,0.0931576323261823,1,24,4060216338
Complete,Untyped naive contrast,1.0743425830884579,1.8349615000296862,0.13493624920025576,0,25,2863411237
Complete,Coarse locked state,1.0743425830884579,1.199668790534848,0.10136262122789809,1,25,2863411237
Complete,Design erasure,1.0743425830884579,1.3078028298520474,0.09503932730702686,0,25,2863411237
Complete,Admissible refinement,1.0743425830884579,1.159182954800793,0.09749878618928369,1,25,2863411237
Complete,Mediator-as-state,1.0743425830884579,0.7585005875470279,0.09691146653506537,0,25,2863411237
Complete,Post-action leakage,1.0743425830884579,0.9432574631731648,0.10541478495829124,1,25,2863411237
Complete,Oracle state,1.0743425830884579,1.168190583276836,0.09511791770091299,1,25,2863411237
Observed-state MAR,Untyped naive contrast,1.0651068070124419,1.9130188936179102,0.19275696988933186,0,25,2863411237
Observed-state MAR,Coarse locked state,1.0651068070124419,1.0181743485585726,0.11055364185618585,1,25,2863411237
Observed-state MAR,Design erasure,1.0651068070124419,1.1577320762388894,0.10612142883319503,1,25,2863411237
Observed-state MAR,Admissible refinement,1.0651068070124419,1.0155744801472175,0.10786246287273901,1,25,2863411237
Observed-state MAR,IPCW admissible refinement,1.0651068070124419,1.014090412100955,0.10785896507889314,1,25,2863411237
Observed-state MAR,Mediator-as-state,1.0651068070124419,0.6691732223916236,0.11042697334689433,0,25,2863411237
Observed-state MAR,Post-action leakage,1.0651068070124419,0.8170033589536027,0.11664358489964338,0,25,2863411237
Observed-state MAR,Oracle state,1.0651068070124419,1.0850032254410085,0.10462198800060826,1,25,2863411237
Complete,Untyped naive contrast,1.0656799165092434,1.8663992329192411,0.1635491069427171,0,26,934989509
Complete,Coarse locked state,1.0656799165092434,0.9714199894369937,0.10141151126730287,1,26,934989509
Complete,Design erasure,1.0656799165092434,1.0590398122468156,0.09708304992298435,1,26,934989509
Complete,Admissible refinement,1.0656799165092434,0.9774009389596788,0.09629731591476082,1,26,934989509
Complete,Mediator-as-state,1.0656799165092434,0.5999092391854863,0.09609928094480563,0,26,934989509
Complete,Post-action leakage,1.0656799165092434,0.8300598358530594,0.09373610114663912,0,26,934989509
Complete,Oracle state,1.0656799165092434,0.9866934333966129,0.09320990030456804,1,26,934989509
Observed-state MAR,Untyped naive contrast,1.0713192163811014,1.85116717803707,0.19361252438696658,0,26,934989509
Observed-state MAR,Coarse locked state,1.0713192163811014,1.2905280318549157,0.11559618412898208,1,26,934989509
Observed-state MAR,Design erasure,1.0713192163811014,1.3373311258780411,0.11185998940716615,0,26,934989509
Observed-state MAR,Admissible refinement,1.0713192163811014,1.2255338299369274,0.10900575140967379,1,26,934989509
Observed-state MAR,IPCW admissible refinement,1.0713192163811014,1.2099247507686701,0.10939635723306096,1,26,934989509
Observed-state MAR,Mediator-as-state,1.0713192163811014,0.8708255160003866,0.11824484473682692,1,26,934989509
Observed-state MAR,Post-action leakage,1.0713192163811014,1.1003339244757404,0.1305290229217531,1,26,934989509
Observed-state MAR,Oracle state,1.0713192163811014,1.2255921936946113,0.1083272598729609,1,26,934989509
Complete,Untyped naive contrast,1.0474970199365197,1.851307948554543,0.16089316641458323,0,27,1408576106
Complete,Coarse locked state,1.0474970199365197,1.1356146746611469,0.10402647235880469,1,27,1408576106
Complete,Design erasure,1.0474970199365197,1.280536850129518,0.10321110323298778,0,27,1408576106
Complete,Admissible refinement,1.0474970199365197,1.1072390385505089,0.09911127794252547,1,27,1408576106
Complete,Mediator-as-state,1.0474970199365197,0.7772699649723639,0.10052132611803727,0,27,1408576106
Complete,Post-action leakage,1.0474970199365197,0.8501478237169063,0.10349358022234852,1,27,1408576106
Complete,Oracle state,1.0474970199365197,1.1064935658812776,0.09692012677109059,1,27,1408576106
Observed-state MAR,Untyped naive contrast,1.058494767533487,1.6430253827156034,0.16528734601947723,0,27,1408576106
Observed-state MAR,Coarse locked state,1.058494767533487,0.8930684571898866,0.10668322161248227,1,27,1408576106
Observed-state MAR,Design erasure,1.058494767533487,0.9443048681001727,0.10170390334518972,1,27,1408576106
Observed-state MAR,Admissible refinement,1.058494767533487,0.8163457766374463,0.0985338408616842,0,27,1408576106
Observed-state MAR,IPCW admissible refinement,1.058494767533487,0.8112530866103503,0.09920682975344014,0,27,1408576106
Observed-state MAR,Mediator-as-state,1.058494767533487,0.5681836446102464,0.10407212153879096,0,27,1408576106
Observed-state MAR,Post-action leakage,1.058494767533487,0.7305926082564963,0.10798427043194762,0,27,1408576106
Observed-state MAR,Oracle state,1.058494767533487,0.8156480697936777,0.09900581569167231,0,27,1408576106
Complete,Untyped naive contrast,1.0862804753419062,1.9019224053924597,0.1333150578151693,0,28,1094856748
Complete,Coarse locked state,1.0862804753419062,0.9673782602899301,0.08577844444458921,1,28,1094856748
Complete,Design erasure,1.0862804753419062,1.108707534053799,0.08345965464169156,1,28,1094856748
